Id,Response
1,0.00473075732589
2,0.00412350613624
3,0.00439617689699
5,0.00318661308847
8,0.00441474048421
10,0.00301907001995
12,0.00377654889598
15,0.00358885060996
17,0.00274267466739
19,0.00279751163907
20,0.00271178293042
21,0.00287442980334
22,0.00304478942417
24,0.00271222926676
25,0.00273548089899
29,0.00291323754936
30,0.00299206492491
32,0.0024854298681
33,0.00266946689226
35,0.00323472521268
36,0.00460060825571
37,0.00272146915086
39,0.00331597123295
40,0.00275609246455
42,0.00265486189164
43,0.00452159903944
45,0.00378968589939
46,0.0037738266401
48,0.00259782117791
50,0.0030241436325
51,0.00591408461332
53,0.00279247062281
54,0.00286281039007
58,0.00452485634014
59,0.016708008945
60,0.00414376566187
61,0.00265656434931
62,0.00324215809815
64,0.00251972535625
65,0.00268139364198
66,0.00282291602343
67,0.00526987295598
69,0.00286447955295
74,0.00328093161806
77,0.0033877750393
80,0.00363835738972
83,0.00276202778332
85,0.00336193596013
89,0.0638468265533
90,0.00374262453988
94,0.00316711235791
100,0.0158463120461
101,0.003994142171
105,0.00252098403871
108,0.00366799137555
109,0.00299523281865
110,0.0027277728077
111,0.00378009723499
113,0.00252770050429
114,0.0308360699564
117,0.00359086995013
119,0.00451438920572
121,0.00348857417703
128,0.00262230378576
129,0.00337242032401
130,0.00271441740915
132,0.00467631500214
133,0.0359306782484
134,0.00314594618976
138,0.00327078369446
139,0.002610264346
141,0.0285639446229
143,0.00264546857215
144,0.00452608522028
147,0.00453301472589
148,0.00311415269971
149,0.00376508827321
150,0.002715324983
151,0.00355537468567
154,0.0261831786484
155,0.00360486516729
157,0.00300100282766
158,0.00356098078191
161,0.0053984830156
164,0.0031865448691
167,0.0027763757389
168,0.00304661970586
170,0.0238777231425
171,0.0244422201067
172,0.0040855971165
173,0.0039927107282
178,0.00253629311919
180,0.00275438278913
182,0.0148666650057
186,0.0028631943278
189,0.00382863124833
193,0.0043019913137
194,0.00279580662027
195,0.00301815476269
196,0.0196618866175
198,0.00383004872128
199,0.00293881236576
202,0.00297862594016
203,0.00420485436916
204,0.0027702790685
207,0.0254829991609
210,0.00256307399832
211,0.0031450104434
212,0.00324890995398
213,0.00269974698313
214,0.00250439951196
215,0.00267809443176
217,0.00328540382907
218,0.00310008437373
219,0.0033438235987
220,0.00344626605511
222,0.00322449137457
224,0.00295855524018
225,0.00319481315091
227,0.00275826640427
228,0.00268763373606
230,0.00480906106532
231,0.00286191352643
233,0.00351750827394
234,0.0027658038307
236,0.00288346270099
238,0.00334921036847
239,0.00307418592274
241,0.00437156064436
243,0.00265067233704
251,0.00446465890855
252,0.00320208910853
253,0.0335566923022
260,0.00381682324223
262,0.0177016984671
263,0.0177359580994
266,0.0150101212785
267,0.0025862432085
270,0.00288991909474
271,0.00290949083865
272,0.00297096464783
273,0.00276581174694
274,0.00294836820103
275,0.00288762920536
276,0.0027078113053
278,0.00313115143217
279,0.018955282867
281,0.00275190849788
283,0.00294518098235
289,0.00370414042845
291,0.00453223614022
294,0.00376812461764
296,0.0031662650872
298,0.00273843132891
299,0.00256639788859
300,0.00310500152409
301,0.00380866741762
302,0.00251133553684
305,0.00290057365783
306,0.00293266959488
310,0.00317321810871
311,0.00277741346508
313,0.00289378548041
317,0.00331605318934
318,0.0038132565096
326,0.00290392385796
329,0.00284582423046
331,0.00318306172267
333,0.0025575235486
334,0.00302962469868
338,0.00272557744756
340,0.00286563625559
341,0.00317030726001
345,0.00278933066875
346,0.00297942315228
348,0.00260367570445
349,0.00262760580517
350,0.00427358178422
354,0.00303577934392
356,0.00329396850429
357,0.00277548865415
358,0.00266642821953
360,0.00283200037666
367,0.00345252081752
369,0.0050572026521
370,0.0024854298681
371,0.00284193805419
373,0.00288058514707
375,0.00336591969244
378,0.0038981132675
380,0.00490505900234
381,0.00425537070259
385,0.00305263325572
386,0.00284483260475
392,0.00278287078254
393,0.00279201776721
394,0.00258840504102
395,0.00273363036104
397,0.00279719219543
398,0.00401629321277
402,0.00274024857208
408,0.0287444144487
411,0.00275962147862
413,0.00325655797496
414,0.00269680982456
415,0.00460579292849
417,0.00296484236605
418,0.00263715162873
419,0.00283186417073
420,0.00310796359554
422,0.00297096464783
423,0.00262823072262
426,0.00377656309865
432,0.00264529348351
433,0.00254269363359
437,0.00352493394166
438,0.0204511713237
443,0.00320482230745
446,0.00353687605821
447,0.00291717262007
448,0.00283586909063
449,0.00285057094879
453,0.00513796554878
454,0.0030698471237
455,0.0172447003424
458,0.00289882114157
460,0.0300978887826
461,0.00507769500837
462,0.00285583594814
465,0.00273216958158
467,0.0203078631312
468,0.0203078631312
474,0.00252519501373
475,0.00269795907661
480,0.00289876200259
481,0.00280672102235
482,0.00301673728973
483,0.00265155988745
485,0.00275457906537
489,0.00336418952793
490,0.00435389066115
497,0.00451908027753
498,0.00390169746242
501,0.00449116388336
506,0.00267866114154
507,0.00259785470553
509,0.00517635745928
512,0.0025797591079
513,0.00284044118598
514,0.00287291174755
521,0.0029428715352
526,0.00275250384584
528,0.00250919000246
529,0.00330375344492
530,0.00344198290259
531,0.00272092199884
535,0.00414458848536
536,0.00321391830221
537,0.00315877003595
539,0.00458080181852
542,0.00409865984693
543,0.00309223379008
546,0.0026591278147
548,0.00255961436778
549,0.00306846131571
551,0.00339717091992
552,0.00252918340266
554,0.00323388772085
556,0.0273791979998
557,0.00369064835832
559,0.00300001702271
563,0.00337816937827
566,0.00287915137596
568,0.00313058309257
569,0.00271012494341
572,0.00277542928234
574,0.0255616977811
577,0.00275139673613
578,0.00317978765815
579,0.00373912183568
582,0.0044524865225
583,0.00304307206534
590,0.00278430292383
591,0.00309799402021
592,0.00452951341867
593,0.00272738747299
595,0.00527989631519
596,0.00281178648584
598,0.00427650241181
600,0.00366463442333
606,0.00350195053034
608,0.00320056453347
611,0.00397075712681
615,0.00268514920026
617,0.00452825753018
619,0.00425898702815
622,0.00395565340295
623,0.00292870006524
624,0.00379803171381
626,0.00268735387363
627,0.00300356047228
