Id,Response
1,0.0075168791227
2,0.0075168791227
3,0.00631044944748
5,0.00631044944748
8,0.0061947745271
10,0.0075168791227
12,0.0061947745271
15,0.0075168791227
17,0.0075168791227
19,0.0075168791227
20,0.0075168791227
21,0.0075168791227
22,0.00623914832249
24,0.00631044944748
25,0.0075168791227
29,0.0075168791227
30,0.0061947745271
32,0.0075168791227
33,0.00631044944748
35,0.0061947745271
36,0.0075168791227
37,0.0075168791227
39,0.0075168791227
40,0.0061947745271
42,0.0075168791227
43,0.0061947745271
45,0.0075168791227
46,0.0075168791227
48,0.0061947745271
50,0.0075168791227
51,0.00631044944748
53,0.0075168791227
54,0.0075168791227
58,0.00623914832249
59,0.0075168791227
60,0.0075168791227
61,0.0061947745271
62,0.00631044944748
64,0.00631044944748
65,0.0075168791227
66,0.00737507408485
67,0.0075168791227
69,0.0061947745271
74,0.0061947745271
77,0.0075168791227
80,0.0075168791227
83,0.0075168791227
85,0.0061947745271
89,0.00631044944748
90,0.0075168791227
94,0.0061947745271
100,0.0061947745271
101,0.0061947745271
105,0.0075168791227
108,0.00737507408485
109,0.0061947745271
110,0.0075168791227
111,0.0075168791227
113,0.0075168791227
114,0.00631044944748
117,0.0061947745271
119,0.0061947745271
121,0.0075168791227
128,0.0075168791227
129,0.0075168791227
130,0.0075168791227
132,0.0061947745271
133,0.0075168791227
134,0.0075168791227
138,0.00658068154007
139,0.00623914832249
141,0.0075168791227
143,0.0075168791227
144,0.00629800511524
147,0.0075168791227
148,0.0075168791227
149,0.0061947745271
150,0.00623914832249
151,0.0061947745271
154,0.0075168791227
155,0.0075168791227
157,0.0075168791227
158,0.0075168791227
161,0.0075168791227
164,0.0075168791227
167,0.0075168791227
168,0.0061947745271
170,0.0061947745271
171,0.00631044944748
172,0.00631044944748
173,0.0061947745271
178,0.0075168791227
180,0.0075168791227
182,0.0075168791227
186,0.0061947745271
189,0.0075168791227
193,0.0075168791227
194,0.0061947745271
195,0.00623914832249
196,0.0075168791227
198,0.0075168791227
199,0.0075168791227
202,0.0075168791227
203,0.0075168791227
204,0.0061947745271
207,0.0075168791227
210,0.00623914832249
211,0.0061947745271
212,0.0061947745271
213,0.0075168791227
214,0.0075168791227
215,0.0075168791227
217,0.00631044944748
218,0.0075168791227
219,0.0075168791227
220,0.0075168791227
222,0.00631044944748
224,0.00631044944748
225,0.00633304333314
227,0.0075168791227
228,0.0061947745271
230,0.0061947745271
231,0.0075168791227
233,0.0075168791227
234,0.0075168791227
236,0.00631044944748
238,0.00631044944748
239,0.00631044944748
241,0.00629800511524
243,0.0061947745271
251,0.0075168791227
252,0.0075168791227
253,0.0075168791227
260,0.0075168791227
262,0.0075168791227
263,0.00631044944748
266,0.0061947745271
267,0.00631044944748
270,0.0061947745271
271,0.0061947745271
272,0.00633304333314
273,0.0075168791227
274,0.0075168791227
275,0.0061947745271
276,0.0075168791227
278,0.0075168791227
279,0.0061947745271
281,0.0075168791227
283,0.0075168791227
289,0.00623914832249
291,0.0075168791227
294,0.00623914832249
296,0.0075168791227
298,0.00633304333314
299,0.0075168791227
300,0.0075168791227
301,0.0061947745271
302,0.0061947745271
305,0.0075168791227
306,0.0075168791227
310,0.00631044944748
311,0.00631044944748
313,0.0075168791227
317,0.00631044944748
318,0.00631044944748
326,0.0061947745271
329,0.00633304333314
331,0.0075168791227
333,0.0075168791227
334,0.0075168791227
338,0.0075168791227
340,0.0075168791227
341,0.00631044944748
345,0.0061947745271
346,0.0075168791227
348,0.0061947745271
349,0.0075168791227
350,0.0075168791227
354,0.00631044944748
356,0.0075168791227
357,0.00631044944748
358,0.00631044944748
360,0.00623914832249
367,0.0061947745271
369,0.00631044944748
370,0.00631044944748
371,0.0061947745271
373,0.00631044944748
375,0.0061947745271
378,0.00631044944748
380,0.00631044944748
381,0.00629800511524
385,0.0061947745271
386,0.0061947745271
392,0.00623914832249
393,0.0061947745271
394,0.0061947745271
395,0.0061947745271
397,0.0061947745271
398,0.00631044944748
402,0.0061947745271
408,0.00623914832249
411,0.00631044944748
413,0.00623914832249
414,0.00631044944748
415,0.00631044944748
417,0.0061947745271
418,0.0061947745271
419,0.00633304333314
420,0.0061947745271
422,0.00623914832249
423,0.0061947745271
426,0.0061947745271
432,0.0061947745271
433,0.0061947745271
437,0.0061947745271
438,0.0061947745271
443,0.00631044944748
446,0.00631044944748
447,0.0061947745271
448,0.00631044944748
449,0.0061947745271
453,0.00623914832249
454,0.0061947745271
455,0.00623914832249
458,0.00631044944748
460,0.00737507408485
461,0.00623914832249
462,0.00631044944748
465,0.0061947745271
467,0.00631044944748
468,0.00631044944748
474,0.00631044944748
475,0.0061947745271
480,0.00631044944748
481,0.0061947745271
482,0.00631044944748
483,0.0061947745271
485,0.0061947745271
489,0.00658068154007
490,0.0075168791227
497,0.0075168791227
498,0.0061947745271
501,0.0061947745271
506,0.0061947745271
507,0.0061947745271
509,0.00633304333314
512,0.0061947745271
513,0.0061947745271
514,0.0061947745271
521,0.0075168791227
526,0.0075168791227
528,0.0061947745271
529,0.0061947745271
530,0.00623914832249
531,0.00623914832249
535,0.00633304333314
536,0.00631044944748
537,0.00631044944748
539,0.00633304333314
542,0.00623914832249
543,0.0061947745271
546,0.00631044944748
548,0.00623914832249
549,0.00631044944748
551,0.00623914832249
552,0.00623914832249
554,0.00631044944748
556,0.0061947745271
557,0.0061947745271
559,0.0061947745271
563,0.0061947745271
566,0.00623914832249
568,0.0061947745271
569,0.0061947745271
572,0.00631044944748
574,0.00631044944748
577,0.00623914832249
578,0.00631044944748
579,0.00631044944748
582,0.0075168791227
583,0.0075168791227
590,0.0061947745271
591,0.00623914832249
592,0.0061947745271
593,0.0061947745271
595,0.00623914832249
596,0.0061947745271
598,0.0061947745271
600,0.00631044944748
606,0.00623914832249
608,0.00623914832249
611,0.0061947745271
615,0.00631044944748
617,0.0061947745271
619,0.00623914832249
622,0.00631044944748
623,0.0061947745271
624,0.0061947745271
626,0.00629800511524
627,0.00633304333314
628,0.00631044944748
630,0.00631044944748
634,0.00629800511524
635,0.0061947745271
636,0.00658068154007
639,0.0061947745271
640,0.0061947745271
642,0.0061947745271
644,0.0061947745271
646,0.00658068154007
647,0.0075168791227
648,0.0075168791227
651,0.00623914832249
653,0.0061947745271
655,0.0061947745271
657,0.0061947745271
658,0.00623914832249
659,0.00631044944748
660,0.0061947745271
661,0.00658068154007
663,0.00631044944748
665,0.0061947745271
666,0.00737507408485
667,0.0061947745271
670,0.0061947745271
672,0.0061947745271
677,0.0061947745271
679,0.0061947745271
680,0.00623914832249
683,0.00629800511524
686,0.0061947745271
687,0.0061947745271
688,0.0061947745271
689,0.00737507408485
690,0.00623914832249
696,0.00631044944748
698,0.00631044944748
699,0.00631044944748
700,0.00623914832249
703,0.00623914832249
705,0.0061947745271
706,0.0061947745271
707,0.00631044944748
708,0.0061947745271
710,0.00631044944748
711,0.00623914832249
